,,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
origin_state,destination,,,,,,,,,,,,,,,,
SC,"Detroit, MI",5.0,371.4,230.37751626406603,68.0,245.0,380.0,494.0,670.0,5.0,252.1970349773951,16.777792248827538,232.3291139240506,244.51616994292962,248.79119402985074,258.1466767881242,277.2020202020202
SC,"Hartford, CT",1.0,238.0,,238.0,238.0,238.0,238.0,238.0,1.0,150.9569892473118,,150.9569892473118,150.9569892473118,150.9569892473118,150.9569892473118,150.9569892473118
SC,"Houston, TX",15.0,920.5333333333333,289.7698265536845,492.0,719.5,937.0,1063.5,1443.0,15.0,298.1840386914769,26.182088579983052,245.44989776778925,287.13933148473893,296.00566642030054,318.3429175619241,340.1279761904762
SC,"Kansas City, MO",1.0,28.0,,28.0,28.0,28.0,28.0,28.0,1.0,187.48101265822783,,187.48101265822783,187.48101265822783,187.48101265822783,187.48101265822783,187.48101265822783
SC,"Las Vegas, NV",3.0,278.6666666666667,202.50020576121233,76.0,177.5,279.0,380.0,481.0,3.0,249.8030074669009,20.046591792946675,228.31182795698925,240.70654688988702,253.10126582278482,260.5485972218567,267.9959286209286
SC,"Los Angeles, CA (Metropolitan Area)",15.0,898.8666666666667,383.0160135903807,183.0,613.0,870.0,1086.5,1663.0,15.0,400.920531167925,68.61073748110203,274.6594111816222,342.1111188524983,433.0558938043847,452.0606356541085,484.74285714285725
SC,"Miami, FL (Metropolitan Area)",12.0,1218.75,599.3640758792151,173.0,940.25,1394.5,1611.75,1977.0,12.0,207.24263361841437,27.12140350906441,163.5955730483898,197.0392431180518,208.64043535754394,219.94976711917863,265.16438356164383
SC,"Minneapolis/St. Paul, MN",4.0,399.5,144.2601816164114,252.0,297.0,388.5,491.0,569.0,4.0,234.1932583096066,19.755458072205837,204.76178968951376,231.91014439207544,242.7445106633452,245.02762458087636,246.5222222222222
SC,"Nashville, TN",14.0,517.4285714285714,368.65341536372705,167.0,217.5,364.0,781.75,1117.0,14.0,231.37087077150312,36.24763228140889,168.09152171933343,208.1737125705193,235.5611882025266,249.59223444447298,294.8933333333333
SC,"New York City, NY (Metropolitan Area)",30.0,7965.633333333333,2755.1082272168837,3005.0,6188.5,7393.0,8821.25,15778.0,30.0,248.65855261535697,39.61104957823321,185.35071262139226,224.4289420132876,248.92158613498128,287.12011397432207,310.79019811320757
SC,"Orlando, FL",5.0,572.4,186.38481697820777,363.0,376.0,681.0,704.0,738.0,5.0,226.3445198308944,30.24835956424639,195.27944399350653,207.72535211267606,220.9043526170799,233.9167911066866,273.8966593245228
SC,"Philadelphia, PA",20.0,1200.65,606.4162436201027,514.0,611.0,1247.5,1415.5,2564.0,20.0,277.9322695186738,45.903300876510166,201.35405448476,238.5223853754156,279.0368931802587,317.3133788457519,351.6506648575305
SC,"Phoenix, AZ",2.0,140.5,86.97413408594535,79.0,109.75,140.5,171.25,202.0,2.0,291.00712025316454,5.4700079956029155,287.1392405063291,289.0731803797468,291.00712025316454,292.9410601265823,294.875
SC,"Pittsburgh, PA",11.0,362.45454545454544,263.55316869139085,117.0,183.5,213.0,549.0,930.0,11.0,154.54914911803357,34.5094296453393,128.69136588818117,132.0252589640089,138.6282051282051,171.7851120494563,211.71698113207543
SC,"San Francisco, CA (Metropolitan Area)",5.0,210.2,121.39892915507946,29.0,212.0,213.0,226.0,371.0,5.0,423.2031979424954,40.55194392301838,358.9873417721519,407.87671232876727,441.4805194805195,451.77398023360286,455.8974358974359
SC,"Seattle, WA",10.0,748.8,287.5215161030948,307.0,591.5,800.0,936.25,1124.0,10.0,335.10048035266925,50.25571153100716,236.11680460889323,319.1246573398152,341.6263413151006,364.470925009476,397.47771292435976
SC,"Tampa, FL (Metropolitan Area)",4.0,255.75,77.4655837560569,195.0,204.0,231.5,283.25,365.0,4.0,168.67261234631843,28.247327044367072,132.39784946236557,153.3650873655914,174.31994047619048,189.62746545691752,193.65271897052722
SC,"Washington, DC (Metropolitan Area)",30.0,4068.8333333333335,2221.562592090241,1348.0,1917.0,3754.5,6070.75,8284.0,30.0,299.0334366904281,77.38782931756785,184.79972134795423,225.56887609580025,289.91114329930576,380.8078473911594,402.67841715519893
SD,"Tampa, FL (Metropolitan Area)",1.0,82.0,,82.0,82.0,82.0,82.0,82.0,1.0,186.4578313253012,,186.4578313253012,186.4578313253012,186.4578313253012,186.4578313253012,186.4578313253012
TN,"Las Vegas, NV",4.0,280.25,196.28444496019887,171.0,174.0,188.0,294.25,574.0,4.0,253.47820493496766,46.007604077936826,186.41265822784808,244.82286152665898,268.5711221807112,277.2264655890199,290.3579171506001
TN,"Los Angeles, CA (Metropolitan Area)",2.0,175.5,12.020815280171307,167.0,171.25,175.5,179.75,184.0,2.0,340.9665166286658,20.048373019988606,326.79017611447443,333.8783463715701,340.9665166286658,348.0546868857615,355.14285714285717
TN,"Miami, FL (Metropolitan Area)",30.0,1518.3,621.9306508629065,885.0,1091.75,1235.5,1791.25,2927.0,30.0,283.4624203421187,42.83162850263685,196.65887106116776,247.44980573063492,302.96885878303004,312.01580696570556,333.19044696288825
TN,"Minneapolis/St. Paul, MN",14.0,717.5714285714286,80.7614857615781,498.0,691.25,730.0,772.75,815.0,14.0,498.7810311816139,51.80229926969603,401.9633537832311,469.4296500098982,491.99039120457684,544.0077688734173,562.9905746229849
TN,"New Orleans, LA",30.0,1416.9333333333334,238.01302968293683,672.0,1349.0,1445.0,1551.75,1756.0,30.0,200.54524168210713,42.93429009300616,146.5004130587767,157.09266828892322,189.82755731342695,231.82311383371018,276.2600414651002
TN,"New York City, NY (Metropolitan Area)",30.0,8987.433333333332,3536.0057212792435,3604.0,6736.75,7725.5,10330.25,17833.0,30.0,335.0027078001,82.94770344376488,204.98741083416132,297.3574189857984,334.32160172090215,377.7878204846898,510.2084750087935
TN,"Norfolk, VA (Metropolitan Area)",8.0,445.25,172.7870282829621,188.0,341.25,420.5,556.0,710.0,8.0,222.1663398977883,12.930315290978143,194.9223673579316,218.96232933745543,226.90358425650993,230.56019531030125,232.93062223257985
TN,"Oklahoma City, OK",1.0,30.0,,30.0,30.0,30.0,30.0,30.0,1.0,179.65822784810126,,179.65822784810126,179.65822784810126,179.65822784810126,179.65822784810126,179.65822784810126
TN,"Orlando, FL",30.0,4788.8,1187.081480514,2820.0,4069.25,4737.0,5289.25,7511.0,30.0,231.9753611956641,23.576638231775032,184.15308831390163,217.77873128436022,230.77560791350595,250.95091323597993,276.91632241974685
TN,"Panama City, FL",15.0,590.0,203.97058611476314,174.0,481.0,608.0,682.0,945.0,15.0,215.29390959880214,20.538392453831417,168.8682566414951,204.58477599283512,213.58344465648858,231.9699937159615,239.06317591925017
TN,"Pensacola, FL",2.0,244.5,19.091883092036785,231.0,237.75,244.5,251.25,258.0,2.0,160.51874845282214,5.469132531269402,156.65148775275358,158.58511810278785,160.51874845282214,162.4523788028564,164.38600915289067
TN,"Philadelphia, PA",30.0,2697.9333333333334,869.277461888393,1248.0,2059.75,2476.5,3255.75,4531.0,30.0,300.45985412549646,80.8124470243383,199.1580454581929,234.47873746057948,289.5479798931019,380.4338712132396,438.02264367816093
TN,"Phoenix, AZ",30.0,2032.8333333333333,984.4574239347428,1132.0,1399.75,1650.0,2340.5,4674.0,30.0,315.92649997469397,32.96724099016321,257.07562659631196,289.79598215087015,316.0082229586343,342.6615497682434,377.8368704820481
TN,"Pittsburgh, PA",16.0,845.3125,424.86275725226847,164.0,417.0,916.5,1208.75,1440.0,16.0,245.78560483396868,68.31485864601599,187.25926925625106,206.00932373389332,226.53972267450342,253.43586190448846,418.36009403761506
TN,"Portland, OR",23.0,475.4782608695652,354.47193369666957,145.0,172.5,358.0,681.0,1408.0,23.0,344.5032527288164,48.77371126423015,258.40364069213797,312.30876522231665,354.8732292350969,366.5685619562888,443.85087880177286
TN,"Raleigh/Durham, NC",30.0,1789.3333333333333,526.9316080291918,672.0,1590.75,1851.0,1982.0,2639.0,30.0,221.9167278184232,44.21040200446639,172.0284950850367,196.29384952248142,207.69221980652915,234.38731461354598,352.2856923076923
TN,"Richmond, VA",1.0,752.0,,752.0,752.0,752.0,752.0,752.0,1.0,229.05733322251774,,229.05733322251774,229.05733322251774,229.05733322251774,229.05733322251774,229.05733322251774
TN,"Sacramento, CA",19.0,586.4736842105264,402.17994430644995,141.0,346.0,522.0,741.0,1539.0,19.0,329.2520619025627,42.09776796993039,249.70871183916606,302.6651201736772,328.53030303030306,356.40721025944924,393.7801554979637
TN,"Salt Lake City, UT",24.0,670.2916666666666,443.0269870243618,150.0,336.5,528.0,891.75,1631.0,24.0,338.6099462126243,41.197914867155355,232.7936827956989,313.99888362970523,348.19191684710046,366.57948935225437,397.61095643629216
TN,"San Antonio, TX",30.0,952.5333333333333,181.84527969437767,547.0,813.5,924.5,1075.25,1364.0,30.0,261.04348810652965,29.774847130546913,194.8103584729981,245.66759978460067,256.00765263059344,274.86879458622275,311.8606318760948
TN,"San Diego, CA",30.0,1142.5,382.9359134282177,553.0,901.75,1030.5,1295.0,2217.0,30.0,326.31359357872327,32.2757581047029,271.7980898178131,303.6284200550606,325.01751150433097,351.07662934190216,383.40238819206894
TN,"San Francisco, CA (Metropolitan Area)",30.0,2568.9666666666667,702.6906163446689,1215.0,2188.25,2425.0,2814.25,4299.0,30.0,384.59432448519016,43.97412143067463,297.9872480075012,354.8548708896331,380.7091172936741,421.8763388884066,463.8246015424164
TN,"Sanford, FL",11.0,546.6363636363636,318.4513377981863,124.0,328.5,543.0,682.5,1118.0,11.0,106.54310307848132,12.289380044219175,86.07070707070706,100.03604936239114,105.24537930728441,110.07386502802756,130.52086811352254
TN,"Sarasota/Bradenton, FL",5.0,483.8,264.0107952338313,217.0,232.0,467.0,734.0,769.0,5.0,185.95392400108838,22.761027821900633,163.84572075769017,171.3534749313683,183.64870714466625,188.08333333333337,222.83838383838383
TN,"Savannah, GA",1.0,268.0,,268.0,268.0,268.0,268.0,268.0,1.0,207.61458333333337,,207.61458333333337,207.61458333333337,207.61458333333337,207.61458333333337,207.61458333333337
TN,"Seattle, WA",30.0,1444.7,663.9730026709384,474.0,1047.5,1233.0,1662.75,3187.0,30.0,334.06961731073136,38.73599079448166,260.7159087360328,309.9389704234555,337.25610963817064,348.9250032365114,425.6066279887483
TN,"St. Louis, MO",7.0,386.2857142857143,223.76752392137865,156.0,162.5,417.0,575.0,656.0,7.0,213.05166312215601,12.146600729841742,187.5040500932587,212.43485241892256,216.6179173863903,219.63703956331958,223.0958904109589
TN,"Tampa, FL (Metropolitan Area)",30.0,3125.366666666667,902.9568853392776,2066.0,2500.75,2680.5,3592.25,5165.0,30.0,238.2043783931413,30.80358391459117,180.5785800142482,220.1946772118606,243.29305204480443,255.04945551773065,287.0251423243031
TN,"Washington, DC (Metropolitan Area)",30.0,7241.733333333334,1727.3493134206274,3255.0,6331.25,6824.5,7963.75,11132.0,30.0,278.62149622722757,38.55347303974042,217.02619300217435,253.1236640131654,278.911996510966,297.4345230275198,356.46331065350546
TN,"West Palm Beach/Palm Beach, FL",3.0,258.0,199.18584287042088,143.0,143.0,143.0,315.5,488.0,3.0,242.79512665031788,13.629346767891574,233.41135397692773,234.97840426119112,236.5454545454545,247.48701298701295,258.4285714285714
TX,"Austin, TX",5.0,359.0,237.43209555576095,134.0,153.0,286.0,604.0,618.0,5.0,216.79383042238555,13.313039003758176,197.4421219646799,214.18103163595535,216.3928571428571,221.75706293706295,234.19607843137254
TX,"Boston, MA (Metropolitan Area)",30.0,2431.4,1157.1532429139222,906.0,1492.75,2087.0,2930.75,4989.0,30.0,377.4770803801751,102.33007957908436,252.88836726172897,312.1231772180705,342.16755166249715,446.18214795530525,675.0945548197204
TX,"Charlotte, NC",18.0,973.3888888888889,467.2169339810928,162.0,645.0,923.5,1270.0,1725.0,18.0,331.2241217831241,32.207582379725075,274.2033517374438,310.93986260553686,329.0504108923965,343.8352758496258,395.8739533763026
TX,"Chicago, IL",30.0,3778.3,1662.1072032731263,1907.0,2479.5,3320.5,4988.25,7082.0,30.0,306.7186916005318,60.42536439191441,204.13591961832296,269.61848269659407,298.7108033426988,346.35875812242773,458.23218851233963
TX,"Cincinnati, OH",8.0,661.75,382.30046149219186,263.0,398.5,501.5,1023.75,1189.0,8.0,217.35495404972,25.404404588281604,188.91579082286592,200.99937911784315,216.10328498057362,224.0351772596091,271.11628361475925
TX,"Cleveland, OH (Metropolitan Area)",8.0,486.375,298.0215416471002,108.0,234.75,484.5,679.25,900.0,8.0,269.86789448753746,31.389290265362984,231.93377871542432,240.37034901599017,272.5044798375487,287.8002695023269,321.97390059849073
TX,"Columbus, OH",6.0,700.5,326.9811921196692,186.0,539.75,731.0,959.0,1044.0,6.0,265.14375880283325,14.18165533466049,244.57322706448073,255.41680238620773,268.50117362880343,275.27891399770533,280.69347240223004
TX,"Dallas/Fort Worth, TX",30.0,7502.766666666666,2959.3341245826805,1756.0,6201.0,7692.5,9826.0,12423.0,30.0,197.35346182916135,32.342958914771344,158.6106744967554,168.80882269754676,191.29512479345286,223.00720955392651,264.570892663782
TX,"Dayton, OH",23.0,815.5217391304348,237.33613860461082,165.0,746.5,878.0,963.0,1123.0,23.0,359.0575373472395,51.18161754947008,227.41945782457714,336.0543149019194,355.48509554868974,375.3557535563517,472.6326504805261
TX,"Denver, CO",30.0,11975.1,4347.620430010913,6115.0,8198.5,10576.5,15584.5,20175.0,30.0,255.95756339960897,67.00698108451984,165.9293592321601,200.5152788365374,234.499314437569,299.95439049001163,405.1706677253934
TX,"Des Moines, IA",21.0,576.6190476190476,286.7837994361739,145.0,329.0,675.0,766.0,1067.0,21.0,335.03385007582295,47.34378936856647,249.51414547077204,305.5483870967742,331.5168745414527,354.4545226939447,427.320754716981
TX,"Detroit, MI",30.0,4954.366666666667,1630.7531469958235,2997.0,3714.5,4371.0,5980.5,8194.0,30.0,347.76819322858177,85.73369763773164,206.57966769842935,270.3450837013693,337.2995919714757,427.16482761125974,522.2116074407741
TX,"Eagle, CO",8.0,148.25,10.26436275942851,136.0,138.0,149.0,156.5,162.0,8.0,345.86556749383215,22.98558175050649,309.85714285714283,331.68482236154654,345.4726177437021,360.2566037735849,382.37254901960785
TX,"El Paso, TX",30.0,4422.733333333334,977.4228934517944,1716.0,3857.0,4599.0,5021.5,6259.0,30.0,233.54116521674857,34.98011986351886,181.38763846727377,207.5940949840966,218.0487113149976,262.21052472331996,302.15223227269
TX,"Fayetteville, AR",7.0,425.85714285714283,321.928785381399,133.0,172.5,253.0,694.5,861.0,7.0,346.8469379929989,52.40140573677671,244.01515151515153,339.80537328613417,348.351542881792,371.563797785008,412.8235294117647
TX,"Fort Myers, FL",26.0,870.6153846153846,428.7155772232287,134.0,637.25,847.0,1092.25,1583.0,26.0,327.9944342103769,31.152670930661962,249.22296850236194,310.6592818212608,321.1297514759904,353.33212266978234,375.5740740740741
TX,"Fort Wayne, IN",1.0,28.0,,28.0,28.0,28.0,28.0,28.0,1.0,263.55696202531647,,263.55696202531647,263.55696202531647,263.55696202531647,263.55696202531647,263.55696202531647
TX,"Fresno, CA",5.0,392.6,213.29392865245836,225.0,260.0,263.0,491.0,724.0,5.0,312.3754662690869,19.67837851195729,297.08154868440005,297.6554283432071,307.0371957156767,315.13541666666663,344.96774193548384
TX,"Grand Rapids, MI",22.0,545.0,350.50412673339935,134.0,187.25,505.5,775.0,1376.0,22.0,350.0841327975316,40.19607023452734,279.61759629360466,319.3152932722353,355.69897819231153,378.1698997493734,415.8732394366197
TX,"Greensboro/High Point, NC",19.0,477.1578947368421,304.1979003430159,151.0,185.0,413.0,686.0,1050.0,19.0,375.72187241412723,72.07434618867701,294.8192771084337,340.2762318498211,358.16642754662837,388.074547081298,585.1795250810604
TX,"Greenville/Spartanburg, SC",17.0,637.5294117647059,251.37077138339365,159.0,569.0,686.0,765.0,1103.0,17.0,332.6482039906942,25.29068732680001,270.41924243737543,311.1867072552004,338.5633827808929,351.0666193853428,364.8170688007645
TX,"Gulfport/Biloxi, MS",1.0,173.0,,173.0,173.0,173.0,173.0,173.0,1.0,192.49056603773582,,192.49056603773582,192.49056603773582,192.49056603773582,192.49056603773582,192.49056603773582
TX,"Harlingen/San Benito, TX",25.0,1273.16,624.2614089199064,171.0,774.0,1371.0,1704.0,2503.0,25.0,214.30365499598767,26.385639001662664,170.2724757138652,197.35865191146885,211.86731096523218,218.91308820806154,285.4590948651001
TX,"Hartford, CT",30.0,1190.1333333333334,243.45568644902878,349.0,1146.5,1227.5,1312.0,1590.0,30.0,470.9931132354901,98.10149210109401,315.4843348741654,419.381736354412,444.78472604197003,531.6017920144342,734.8626794001184
TX,"Houston, TX",30.0,18407.533333333333,7070.583318536584,4454.0,13342.5,18844.5,22599.75,29577.0,30.0,205.52900809960582,38.30303367124673,164.7126271699504,172.89324125704175,190.00248758831071,237.35953247058248,275.3454433281482
TX,"Huntsville, AL",2.0,85.0,1.4142135623730951,84.0,84.5,85.0,85.5,86.0,2.0,229.47239591276497,5.49002579280548,225.59036144578317,227.53137867927407,229.47239591276497,231.4134131462559,233.3544303797468
TX,"Indianapolis, IN",30.0,3899.8,1283.9593236655069,2455.0,2891.75,3467.5,4372.75,7531.0,30.0,325.2518932833791,49.79793592297939,244.12387133182844,301.81885346876015,321.90325896962213,348.67390953656115,427.5698825204699
TX,"Jackson, WY",2.0,95.0,16.97056274847714,83.0,89.0,95.0,101.0,107.0,2.0,345.38531340552083,57.77796792591463,304.5301204819277,324.9577169437243,345.38531340552083,365.81290986731733,386.2405063291139
TX,"Jackson/Vicksburg, MS",21.0,1327.3809523809523,550.941873176334,228.0,1115.0,1358.0,1791.0,2131.0,21.0,209.96748346953868,38.305077858436114,153.34939759036146,184.4716435185185,202.33628580613507,230.86995059985884,337.86510217113664
TX,"Jacksonville, FL",30.0,2547.1,543.6325045469596,1397.0,2148.5,2655.5,2827.25,3917.0,30.0,317.1298825360408,28.179607450945113,249.48948631009017,302.52390952754155,315.281093831528,339.1391693585848,365.2562964438063
TX,"Kalispell, MT",1.0,108.0,,108.0,108.0,108.0,108.0,108.0,1.0,289.77215189873414,,289.77215189873414,289.77215189873414,289.77215189873414,289.77215189873414,289.77215189873414
TX,"Kansas City, MO",30.0,6912.933333333333,1403.1876747515682,3166.0,6373.25,7222.5,7940.0,8777.0,30.0,249.95279499280198,31.160298790871938,198.39034208182724,223.2123945317711,252.17107473770932,262.4814105496239,325.20745918434795
TX,"Key West, FL",1.0,76.0,,76.0,76.0,76.0,76.0,76.0,1.0,292.4810126582278,,292.4810126582278,292.4810126582278,292.4810126582278,292.4810126582278,292.4810126582278
